location,date,vaccine,total_vaccinations
Slovenia,3/16/2021,Moderna,17757
Slovenia,3/16/2021,Oxford/AstraZeneca,55271
Slovenia,3/16/2021,Pfizer/BioNTech,220186
Slovenia,3/23/2021,Moderna,20747
Slovenia,3/23/2021,Oxford/AstraZeneca,77489
Slovenia,3/23/2021,Pfizer/BioNTech,249137
Slovenia,3/30/2021,Moderna,38236
Slovenia,3/30/2021,Oxford/AstraZeneca,89623
Slovenia,3/30/2021,Pfizer/BioNTech,278936
Slovenia,4/6/2021,Moderna,41354
Slovenia,4/6/2021,Oxford/AstraZeneca,101117
Slovenia,4/6/2021,Pfizer/BioNTech,319605
Slovenia,4/13/2021,Moderna,52535
Slovenia,4/13/2021,Oxford/AstraZeneca,106852
Slovenia,4/13/2021,Pfizer/BioNTech,360853
Slovenia,4/20/2021,Moderna,59166
Slovenia,4/20/2021,Oxford/AstraZeneca,126417
Slovenia,4/20/2021,Pfizer/BioNTech,401873
Slovenia,4/27/2021,Johnson&Johnson,72
Slovenia,4/27/2021,Moderna,68142
Slovenia,4/27/2021,Oxford/AstraZeneca,130008
Slovenia,4/27/2021,Pfizer/BioNTech,448416
Slovenia,5/4/2021,Johnson&Johnson,1647
Slovenia,5/4/2021,Moderna,77441
Slovenia,5/4/2021,Oxford/AstraZeneca,141389
Slovenia,5/4/2021,Pfizer/BioNTech,522922
Slovenia,5/11/2021,Johnson&Johnson,9864
Slovenia,5/11/2021,Moderna,85540
Slovenia,5/11/2021,Oxford/AstraZeneca,162868
Slovenia,5/11/2021,Pfizer/BioNTech,582646
Slovenia,5/18/2021,Johnson&Johnson,15903
Slovenia,5/18/2021,Moderna,105039
Slovenia,5/18/2021,Oxford/AstraZeneca,192355
Slovenia,5/18/2021,Pfizer/BioNTech,639965
Slovenia,5/25/2021,Johnson&Johnson,20739
Slovenia,5/25/2021,Moderna,115755
Slovenia,5/25/2021,Oxford/AstraZeneca,215847
Slovenia,5/25/2021,Pfizer/BioNTech,697086
Spain,1/5/2021,Johnson&Johnson,0
Spain,1/5/2021,Moderna,0
Spain,1/5/2021,Oxford/AstraZeneca,0
Spain,1/5/2021,Pfizer/BioNTech,418959
Spain,1/12/2021,Johnson&Johnson,0
Spain,1/12/2021,Moderna,7231
Spain,1/12/2021,Oxford/AstraZeneca,0
Spain,1/12/2021,Pfizer/BioNTech,918780
Spain,1/19/2021,Johnson&Johnson,0
Spain,1/19/2021,Moderna,25603
Spain,1/19/2021,Oxford/AstraZeneca,0
Spain,1/19/2021,Pfizer/BioNTech,1240251
Spain,1/26/2021,Johnson&Johnson,0
Spain,1/26/2021,Moderna,29448
Spain,1/26/2021,Oxford/AstraZeneca,0
Spain,1/26/2021,Pfizer/BioNTech,1610637
Spain,2/2/2021,Johnson&Johnson,0
Spain,2/2/2021,Moderna,49572
Spain,2/2/2021,Oxford/AstraZeneca,0
Spain,2/2/2021,Pfizer/BioNTech,2107560
Spain,2/9/2021,Johnson&Johnson,0
Spain,2/9/2021,Moderna,98530
Spain,2/9/2021,Oxford/AstraZeneca,34585
Spain,2/9/2021,Pfizer/BioNTech,2500657
Spain,2/16/2021,Johnson&Johnson,0
Spain,2/16/2021,Moderna,138140
Spain,2/16/2021,Oxford/AstraZeneca,132509
Spain,2/16/2021,Pfizer/BioNTech,2884836
Spain,2/23/2021,Johnson&Johnson,0
Spain,2/23/2021,Moderna,152032
Spain,2/23/2021,Oxford/AstraZeneca,376887
Spain,2/23/2021,Pfizer/BioNTech,3390129
Spain,3/2/2021,Johnson&Johnson,0
Spain,3/2/2021,Moderna,199081
Spain,3/2/2021,Oxford/AstraZeneca,670204
Spain,3/2/2021,Pfizer/BioNTech,3951968
Spain,3/9/2021,Johnson&Johnson,0
Spain,3/9/2021,Moderna,256438
Spain,3/9/2021,Oxford/AstraZeneca,971988
Spain,3/9/2021,Pfizer/BioNTech,4517508
Spain,3/16/2021,Johnson&Johnson,0
Spain,3/16/2021,Moderna,343346
Spain,3/16/2021,Oxford/AstraZeneca,1008999
Spain,3/16/2021,Pfizer/BioNTech,5083599
Spain,3/23/2021,Johnson&Johnson,0
Spain,3/23/2021,Moderna,444152
Spain,3/23/2021,Oxford/AstraZeneca,1432630
Spain,3/23/2021,Pfizer/BioNTech,5778785
Spain,3/30/2021,Johnson&Johnson,0
Spain,3/30/2021,Moderna,546388
Spain,3/30/2021,Oxford/AstraZeneca,1945797
Spain,3/30/2021,Pfizer/BioNTech,6450450
Spain,4/6/2021,Johnson&Johnson,0
Spain,4/6/2021,Moderna,615509
Spain,4/6/2021,Oxford/AstraZeneca,2642105
Spain,4/6/2021,Pfizer/BioNTech,7680179
Spain,4/13/2021,Johnson&Johnson,0
Spain,4/13/2021,Moderna,788909
Spain,4/13/2021,Oxford/AstraZeneca,3175070
Spain,4/13/2021,Pfizer/BioNTech,8964106
Spain,4/20/2021,Johnson&Johnson,33878
Spain,4/20/2021,Moderna,959416
Spain,4/20/2021,Oxford/AstraZeneca,3569588
Spain,4/20/2021,Pfizer/BioNTech,10240883
Spain,4/27/2021,Johnson&Johnson,131808
Spain,4/27/2021,Moderna,1121675
Spain,4/27/2021,Oxford/AstraZeneca,3959724
Spain,4/27/2021,Pfizer/BioNTech,12006659
Spain,5/4/2021,Johnson&Johnson,190493
Spain,5/4/2021,Moderna,1332828
Spain,5/4/2021,Oxford/AstraZeneca,4594489
Spain,5/4/2021,Pfizer/BioNTech,13764499
Spain,5/11/2021,Johnson&Johnson,223803
Spain,5/11/2021,Moderna,1772996
Spain,5/11/2021,Oxford/AstraZeneca,4830343
Spain,5/11/2021,Pfizer/BioNTech,15522879
Spain,5/18/2021,Johnson&Johnson,319106
Spain,5/18/2021,Moderna,2137812
Spain,5/18/2021,Oxford/AstraZeneca,4940239
Spain,5/18/2021,Pfizer/BioNTech,17274702
Spain,5/25/2021,Johnson&Johnson,430876
Spain,5/25/2021,Moderna,2471739
Spain,5/25/2021,Oxford/AstraZeneca,5114160
Spain,5/25/2021,Pfizer/BioNTech,18841808
Spain,6/1/2021,Johnson&Johnson,498144
Spain,6/1/2021,Moderna,2533061
Spain,6/1/2021,Oxford/AstraZeneca,5218217
Spain,6/1/2021,Pfizer/BioNTech,19382744
Sweden,12/29/2020,Pfizer/BioNTech,2236
Sweden,1/5/2021,Pfizer/BioNTech,50757
Sweden,1/12/2021,Moderna,89
Sweden,1/12/2021,Pfizer/BioNTech,128292
Sweden,1/19/2021,Moderna,5352
Sweden,1/19/2021,Pfizer/BioNTech,236012
Sweden,1/26/2021,Moderna,8082
Sweden,1/26/2021,Pfizer/BioNTech,322231
Sweden,2/2/2021,Moderna,12341
Sweden,2/2/2021,Oxford/AstraZeneca,0
Sweden,2/2/2021,Pfizer/BioNTech,416987
Sweden,2/9/2021,Moderna,23042
Sweden,2/9/2021,Oxford/AstraZeneca,8718
Sweden,2/9/2021,Pfizer/BioNTech,512736
Sweden,2/16/2021,Moderna,38712
Sweden,2/16/2021,Oxford/AstraZeneca,35907
Sweden,2/16/2021,Pfizer/BioNTech,620138
Sweden,2/23/2021,Moderna,48164
Sweden,2/23/2021,Oxford/AstraZeneca,74232
Sweden,2/23/2021,Pfizer/BioNTech,724725
Sweden,3/2/2021,Moderna,61245
Sweden,3/2/2021,Oxford/AstraZeneca,140077
Sweden,3/2/2021,Pfizer/BioNTech,828996
Sweden,3/9/2021,Moderna,84186
Sweden,3/9/2021,Oxford/AstraZeneca,210082
Sweden,3/9/2021,Pfizer/BioNTech,954130
Sweden,3/16/2021,Moderna,112125
Sweden,3/16/2021,Oxford/AstraZeneca,221924
Sweden,3/16/2021,Pfizer/BioNTech,1088769
Sweden,3/23/2021,Moderna,147695
Sweden,3/23/2021,Oxford/AstraZeneca,228558
Sweden,3/23/2021,Pfizer/BioNTech,1243651
Sweden,3/30/2021,Moderna,166950
Sweden,3/30/2021,Oxford/AstraZeneca,301409
Sweden,3/30/2021,Pfizer/BioNTech,1414986
Sweden,4/6/2021,Moderna,205196
Sweden,4/6/2021,Oxford/AstraZeneca,407797
Sweden,4/6/2021,Pfizer/BioNTech,1610517
Sweden,4/13/2021,Moderna,234005
Sweden,4/13/2021,Oxford/AstraZeneca,571042
Sweden,4/13/2021,Pfizer/BioNTech,1894803
Sweden,4/20/2021,Moderna,272794
Sweden,4/20/2021,Oxford/AstraZeneca,665649
Sweden,4/20/2021,Pfizer/BioNTech,2199581
Sweden,4/27/2021,Moderna,303330
Sweden,4/27/2021,Oxford/AstraZeneca,700957
Sweden,4/27/2021,Pfizer/BioNTech,2529418
Sweden,5/4/2021,Moderna,351474
Sweden,5/4/2021,Oxford/AstraZeneca,719336
Sweden,5/4/2021,Pfizer/BioNTech,2912429
Sweden,5/11/2021,Moderna,388347
Sweden,5/11/2021,Oxford/AstraZeneca,748604
Sweden,5/11/2021,Pfizer/BioNTech,3258037
Sweden,5/18/2021,Moderna,450975
Sweden,5/18/2021,Oxford/AstraZeneca,789895
Sweden,5/18/2021,Pfizer/BioNTech,3594368
Sweden,5/25/2021,Moderna,503224
Sweden,5/25/2021,Oxford/AstraZeneca,812344
Sweden,5/25/2021,Pfizer/BioNTech,3962314
Sweden,6/1/2021,Moderna,537589
Sweden,6/1/2021,Oxford/AstraZeneca,843513
Sweden,6/1/2021,Pfizer/BioNTech,4164830
Switzerland,2/14/2021,Moderna,230507
Switzerland,2/14/2021,Pfizer/BioNTech,320890
Switzerland,2/15/2021,Moderna,239777
Switzerland,2/15/2021,Pfizer/BioNTech,329847
Switzerland,2/16/2021,Moderna,252160
Switzerland,2/16/2021,Pfizer/BioNTech,341145
Switzerland,2/17/2021,Moderna,267224
Switzerland,2/17/2021,Pfizer/BioNTech,354139
Switzerland,2/18/2021,Moderna,281268
Switzerland,2/18/2021,Pfizer/BioNTech,366978
Switzerland,2/19/2021,Moderna,292413
Switzerland,2/19/2021,Pfizer/BioNTech,378771
Switzerland,2/20/2021,Moderna,296921
Switzerland,2/20/2021,Pfizer/BioNTech,381191
Switzerland,2/21/2021,Moderna,298941
Switzerland,2/21/2021,Pfizer/BioNTech,382952
Switzerland,2/22/2021,Moderna,309456
Switzerland,2/22/2021,Pfizer/BioNTech,391623
Switzerland,2/23/2021,Moderna,324346
Switzerland,2/23/2021,Pfizer/BioNTech,401783
Switzerland,2/24/2021,Moderna,342898
Switzerland,2/24/2021,Pfizer/BioNTech,414648
Switzerland,2/25/2021,Moderna,359523
Switzerland,2/25/2021,Pfizer/BioNTech,425288
Switzerland,2/26/2021,Moderna,374388
Switzerland,2/26/2021,Pfizer/BioNTech,433842
Switzerland,2/27/2021,Moderna,378119
Switzerland,2/27/2021,Pfizer/BioNTech,436325
Switzerland,2/28/2021,Moderna,379605
Switzerland,2/28/2021,Pfizer/BioNTech,438091
Switzerland,3/1/2021,Moderna,392280
Switzerland,3/1/2021,Pfizer/BioNTech,446766
Switzerland,3/2/2021,Moderna,406715
Switzerland,3/2/2021,Pfizer/BioNTech,456732
Switzerland,3/3/2021,Moderna,426221
Switzerland,3/3/2021,Pfizer/BioNTech,472886
Switzerland,3/4/2021,Moderna,444173
Switzerland,3/4/2021,Pfizer/BioNTech,486158
Switzerland,3/5/2021,Moderna,459166
Switzerland,3/5/2021,Pfizer/BioNTech,498851
Switzerland,3/6/2021,Moderna,462556
Switzerland,3/6/2021,Pfizer/BioNTech,501244
Switzerland,3/7/2021,Moderna,464706
Switzerland,3/7/2021,Pfizer/BioNTech,502784
Switzerland,3/8/2021,Moderna,475777
Switzerland,3/8/2021,Pfizer/BioNTech,514145
Switzerland,3/9/2021,Moderna,490944
Switzerland,3/9/2021,Pfizer/BioNTech,527657
Switzerland,3/10/2021,Moderna,507905
Switzerland,3/10/2021,Pfizer/BioNTech,543615
Switzerland,3/11/2021,Moderna,523401
Switzerland,3/11/2021,Pfizer/BioNTech,558174
Switzerland,3/12/2021,Moderna,536262
Switzerland,3/12/2021,Pfizer/BioNTech,570619
Switzerland,3/13/2021,Moderna,540234
Switzerland,3/13/2021,Pfizer/BioNTech,572269
Switzerland,3/14/2021,Moderna,541151
Switzerland,3/14/2021,Pfizer/BioNTech,573834
Switzerland,3/15/2021,Moderna,550880
Switzerland,3/15/2021,Pfizer/BioNTech,584634
Switzerland,3/16/2021,Moderna,563130
Switzerland,3/16/2021,Pfizer/BioNTech,599516
Switzerland,3/17/2021,Moderna,576484
Switzerland,3/17/2021,Pfizer/BioNTech,619958
Switzerland,3/18/2021,Moderna,589492
Switzerland,3/18/2021,Pfizer/BioNTech,638539
Switzerland,3/19/2021,Moderna,599411
Switzerland,3/19/2021,Pfizer/BioNTech,655730
Switzerland,3/20/2021,Moderna,601643
Switzerland,3/20/2021,Pfizer/BioNTech,659538
Switzerland,3/21/2021,Moderna,601931
Switzerland,3/21/2021,Pfizer/BioNTech,660994
Switzerland,3/22/2021,Moderna,612633
Switzerland,3/22/2021,Pfizer/BioNTech,674743
Switzerland,3/23/2021,Moderna,627880
Switzerland,3/23/2021,Pfizer/BioNTech,690174
Switzerland,3/24/2021,Moderna,648578
Switzerland,3/24/2021,Pfizer/BioNTech,710055
Switzerland,3/25/2021,Moderna,671958
Switzerland,3/25/2021,Pfizer/BioNTech,722432
Switzerland,3/26/2021,Moderna,691648
Switzerland,3/26/2021,Pfizer/BioNTech,736190
Switzerland,3/27/2021,Moderna,697685
Switzerland,3/27/2021,Pfizer/BioNTech,739353
Switzerland,3/28/2021,Moderna,701883
Switzerland,3/28/2021,Pfizer/BioNTech,742574
Switzerland,3/29/2021,Moderna,721191
Switzerland,3/29/2021,Pfizer/BioNTech,754999
Switzerland,3/30/2021,Moderna,745070
Switzerland,3/30/2021,Pfizer/BioNTech,769659
Switzerland,3/31/2021,Moderna,770051
Switzerland,3/31/2021,Pfizer/BioNTech,787464
Switzerland,4/1/2021,Moderna,791587
Switzerland,4/1/2021,Pfizer/BioNTech,804423
Switzerland,4/2/2021,Moderna,796012
Switzerland,4/2/2021,Pfizer/BioNTech,809211
Switzerland,4/3/2021,Moderna,798023
Switzerland,4/3/2021,Pfizer/BioNTech,813271
Switzerland,4/4/2021,Moderna,800559
Switzerland,4/4/2021,Pfizer/BioNTech,814866
Switzerland,4/5/2021,Moderna,802589
Switzerland,4/5/2021,Pfizer/BioNTech,818617
Switzerland,4/6/2021,Moderna,818647
Switzerland,4/6/2021,Pfizer/BioNTech,839073
Switzerland,4/7/2021,Moderna,841331
Switzerland,4/7/2021,Pfizer/BioNTech,864276
Switzerland,4/8/2021,Moderna,865154
Switzerland,4/8/2021,Pfizer/BioNTech,888976
Switzerland,4/9/2021,Moderna,889247
Switzerland,4/9/2021,Pfizer/BioNTech,910358
Switzerland,4/10/2021,Moderna,897813
Switzerland,4/10/2021,Pfizer/BioNTech,916176
Switzerland,4/11/2021,Moderna,902736
Switzerland,4/11/2021,Pfizer/BioNTech,918853
Switzerland,4/12/2021,Moderna,919392
Switzerland,4/12/2021,Pfizer/BioNTech,945265
Switzerland,4/13/2021,Moderna,941292
Switzerland,4/13/2021,Pfizer/BioNTech,974523
Switzerland,4/14/2021,Moderna,969120
Switzerland,4/14/2021,Pfizer/BioNTech,1007728
Switzerland,4/15/2021,Moderna,995356
Switzerland,4/15/2021,Pfizer/BioNTech,1035323
Switzerland,4/16/2021,Moderna,1020803
Switzerland,4/16/2021,Pfizer/BioNTech,1061580
Switzerland,4/17/2021,Moderna,1031487
Switzerland,4/17/2021,Pfizer/BioNTech,1068678
Switzerland,4/18/2021,Moderna,1035481
Switzerland,4/18/2021,Pfizer/BioNTech,1074170
Switzerland,4/19/2021,Moderna,1055687
Switzerland,4/19/2021,Pfizer/BioNTech,1104713
Switzerland,4/20/2021,Moderna,1083941
Switzerland,4/20/2021,Pfizer/BioNTech,1138116
Switzerland,4/21/2021,Moderna,1122638
Switzerland,4/21/2021,Pfizer/BioNTech,1175005
Switzerland,4/22/2021,Moderna,1161831
Switzerland,4/22/2021,Pfizer/BioNTech,1205676
Switzerland,4/23/2021,Moderna,1193698
Switzerland,4/23/2021,Pfizer/BioNTech,1236638
Switzerland,4/24/2021,Moderna,1211190
Switzerland,4/24/2021,Pfizer/BioNTech,1245261
Switzerland,4/25/2021,Moderna,1219554
Switzerland,4/25/2021,Pfizer/BioNTech,1253325
Switzerland,4/26/2021,Moderna,1247192
Switzerland,4/26/2021,Pfizer/BioNTech,1280020
Switzerland,4/27/2021,Moderna,1284882
Switzerland,4/27/2021,Pfizer/BioNTech,1312063
Switzerland,4/28/2021,Moderna,1328981
Switzerland,4/28/2021,Pfizer/BioNTech,1348341
Switzerland,4/29/2021,Moderna,1366749
Switzerland,4/29/2021,Pfizer/BioNTech,1379024
Switzerland,4/30/2021,Moderna,1400462
Switzerland,4/30/2021,Pfizer/BioNTech,1405998
Switzerland,5/1/2021,Moderna,1417360
Switzerland,5/1/2021,Pfizer/BioNTech,1418542
Switzerland,5/2/2021,Moderna,1425546
Switzerland,5/2/2021,Pfizer/BioNTech,1426034
Switzerland,5/3/2021,Moderna,1452102
Switzerland,5/3/2021,Pfizer/BioNTech,1457711
Switzerland,5/4/2021,Moderna,1488872
Switzerland,5/4/2021,Pfizer/BioNTech,1492402
Switzerland,5/5/2021,Moderna,1538811
Switzerland,5/5/2021,Pfizer/BioNTech,1528910
Switzerland,5/6/2021,Moderna,1590196
Switzerland,5/6/2021,Pfizer/BioNTech,1561739
Switzerland,5/7/2021,Moderna,1643253
Switzerland,5/7/2021,Pfizer/BioNTech,1589246
Switzerland,5/8/2021,Moderna,1668274
Switzerland,5/8/2021,Pfizer/BioNTech,1603802
Switzerland,5/9/2021,Moderna,1684014
Switzerland,5/9/2021,Pfizer/BioNTech,1611213
Switzerland,5/10/2021,Moderna,1729824
Switzerland,5/10/2021,Pfizer/BioNTech,1642949
Switzerland,5/11/2021,Moderna,1784214
Switzerland,5/11/2021,Pfizer/BioNTech,1679024
Switzerland,5/12/2021,Moderna,1849315
Switzerland,5/12/2021,Pfizer/BioNTech,1719443
Switzerland,5/13/2021,Moderna,1877763
Switzerland,5/13/2021,Pfizer/BioNTech,1737026
Switzerland,5/14/2021,Moderna,1927128
Switzerland,5/14/2021,Pfizer/BioNTech,1765130
Switzerland,5/15/2021,Moderna,1956068
Switzerland,5/15/2021,Pfizer/BioNTech,1778583
Switzerland,5/16/2021,Moderna,1970425
Switzerland,5/16/2021,Pfizer/BioNTech,1787758
Switzerland,5/17/2021,Moderna,2018457
Switzerland,5/17/2021,Pfizer/BioNTech,1820184
Switzerland,5/18/2021,Moderna,2077570
Switzerland,5/18/2021,Pfizer/BioNTech,1856099
Switzerland,5/19/2021,Moderna,2154032
Switzerland,5/19/2021,Pfizer/BioNTech,1894639
Switzerland,5/20/2021,Moderna,2224534
Switzerland,5/20/2021,Pfizer/BioNTech,1926365
Switzerland,5/21/2021,Moderna,2289124
Switzerland,5/21/2021,Pfizer/BioNTech,1958514
Switzerland,5/22/2021,Moderna,2321369
Switzerland,5/22/2021,Pfizer/BioNTech,1971504
Switzerland,5/23/2021,Moderna,2342668
Switzerland,5/23/2021,Pfizer/BioNTech,1979270
Switzerland,5/24/2021,Moderna,2375350
Switzerland,5/24/2021,Pfizer/BioNTech,1995156
Switzerland,5/25/2021,Moderna,2437598
Switzerland,5/25/2021,Pfizer/BioNTech,2029683
Switzerland,5/26/2021,Moderna,2511069
Switzerland,5/26/2021,Pfizer/BioNTech,2068182
Switzerland,5/27/2021,Moderna,2582337
Switzerland,5/27/2021,Pfizer/BioNTech,2098655
Switzerland,5/28/2021,Moderna,2650629
Switzerland,5/28/2021,Pfizer/BioNTech,2129482
Switzerland,5/29/2021,Moderna,2687648
Switzerland,5/29/2021,Pfizer/BioNTech,2144429
Switzerland,5/30/2021,Moderna,2709006
Switzerland,5/30/2021,Pfizer/BioNTech,2156296
Switzerland,5/31/2021,Moderna,2765725
Switzerland,5/31/2021,Pfizer/BioNTech,2189214
Switzerland,6/1/2021,Moderna,2834635
Switzerland,6/1/2021,Pfizer/BioNTech,2222763
Switzerland,6/2/2021,Moderna,2924202
Switzerland,6/2/2021,Pfizer/BioNTech,2256718
Switzerland,6/3/2021,Moderna,3001250
Switzerland,6/3/2021,Pfizer/BioNTech,2280416
Switzerland,6/4/2021,Moderna,3082743
Switzerland,6/4/2021,Pfizer/BioNTech,2303138
Switzerland,6/5/2021,Moderna,3136566
Switzerland,6/5/2021,Pfizer/BioNTech,2320200
Switzerland,6/6/2021,Moderna,3161772
Switzerland,6/6/2021,Pfizer/BioNTech,2329468
United States,1/12/2021,Moderna,3835859
United States,1/12/2021,Pfizer/BioNTech,5488697
United States,1/13/2021,Moderna,4249795
United States,1/13/2021,Pfizer/BioNTech,6025872
United States,1/15/2021,Moderna,5122662
United States,1/15/2021,Pfizer/BioNTech,7153268
United States,1/19/2021,Moderna,6828561
United States,1/19/2021,Pfizer/BioNTech,8874811
United States,1/20/2021,Moderna,7239750
United States,1/20/2021,Pfizer/BioNTech,9281063
United States,1/21/2021,Moderna,7724683
United States,1/21/2021,Pfizer/BioNTech,9817027
United States,1/22/2021,Moderna,8407909
United States,1/22/2021,Pfizer/BioNTech,10695066
United States,1/23/2021,Moderna,9061112
United States,1/23/2021,Pfizer/BioNTech,11471457
United States,1/24/2021,Moderna,9689497
United States,1/24/2021,Pfizer/BioNTech,12153536
United States,1/25/2021,Moderna,10084432
United States,1/25/2021,Pfizer/BioNTech,12551999
United States,1/26/2021,Moderna,10431466
United States,1/26/2021,Pfizer/BioNTech,13009981
United States,1/27/2021,Moderna,11001991
United States,1/27/2021,Pfizer/BioNTech,13550835
United States,1/28/2021,Moderna,11737592
United States,1/28/2021,Pfizer/BioNTech,14355980
United States,1/29/2021,Moderna,12619210
United States,1/29/2021,Pfizer/BioNTech,15164858
United States,1/30/2021,Moderna,13499942
United States,1/30/2021,Pfizer/BioNTech,15977015
United States,1/31/2021,Moderna,14246089
United States,1/31/2021,Pfizer/BioNTech,16775916
United States,2/1/2021,Moderna,14756609
United States,2/1/2021,Pfizer/BioNTech,17364398
United States,2/2/2021,Moderna,15006565
United States,2/2/2021,Pfizer/BioNTech,17672866
United States,2/3/2021,Moderna,15567188
United States,2/3/2021,Pfizer/BioNTech,18209204
United States,2/4/2021,Moderna,16260102
United States,2/4/2021,Pfizer/BioNTech,18841309
United States,2/5/2021,Moderna,17133644
United States,2/5/2021,Pfizer/BioNTech,19582865
United States,2/6/2021,Moderna,18336515
United States,2/6/2021,Pfizer/BioNTech,20598212
United States,2/7/2021,Moderna,19485089
United States,2/7/2021,Pfizer/BioNTech,21622193
United States,2/8/2021,Moderna,20066305
United States,2/8/2021,Pfizer/BioNTech,22247484
United States,2/9/2021,Moderna,20416765
United States,2/9/2021,Pfizer/BioNTech,22685406
United States,2/10/2021,Moderna,21189540
United States,2/10/2021,Pfizer/BioNTech,23475749
United States,2/11/2021,Moderna,22038088
United States,2/11/2021,Pfizer/BioNTech,24246868
United States,2/12/2021,Moderna,23111715
United States,2/12/2021,Pfizer/BioNTech,25192628
United States,2/13/2021,Moderna,24297615
United States,2/13/2021,Pfizer/BioNTech,26237417
United States,2/14/2021,Moderna,25505313
United States,2/14/2021,Pfizer/BioNTech,27271797
United States,2/16/2021,Moderna,26738383
United States,2/16/2021,Pfizer/BioNTech,28374410
United States,2/17/2021,Moderna,27287041
United States,2/17/2021,Pfizer/BioNTech,28886690
United States,2/18/2021,Moderna,28043413
United States,2/18/2021,Pfizer/BioNTech,29585627
United States,2/19/2021,Moderna,29044336
United States,2/19/2021,Pfizer/BioNTech,30431247
United States,2/20/2021,Moderna,29909492
United States,2/20/2021,Pfizer/BioNTech,31270062
United States,2/21/2021,Moderna,30747615
United States,2/21/2021,Pfizer/BioNTech,32232422
United States,2/22/2021,Moderna,31212925
United States,2/22/2021,Pfizer/BioNTech,32853883
United States,2/23/2021,Moderna,31569021
United States,2/23/2021,Pfizer/BioNTech,33352170
United States,2/24/2021,Moderna,32194245
United States,2/24/2021,Pfizer/BioNTech,34159027
United States,2/25/2021,Moderna,33066503
United States,2/25/2021,Pfizer/BioNTech,35095003
United States,2/26/2021,Moderna,34181226
United States,2/26/2021,Pfizer/BioNTech,36159403
United States,2/27/2021,Moderna,35422721
United States,2/27/2021,Pfizer/BioNTech,37269195
United States,2/28/2021,Moderna,36694414
United States,2/28/2021,Pfizer/BioNTech,38426567
United States,3/1/2021,Moderna,37522293
United States,3/1/2021,Pfizer/BioNTech,39262524
United States,3/2/2021,Moderna,38319678
United States,3/2/2021,Pfizer/BioNTech,40196532
United States,3/3/2021,Moderna,39248180
United States,3/3/2021,Pfizer/BioNTech,41175807
United States,3/4/2021,Moderna,40261524
United States,3/4/2021,Pfizer/BioNTech,42193285
United States,3/5/2021,Moderna,41507728
United States,3/5/2021,Pfizer/BioNTech,43373717
United States,3/6/2021,Moderna,42977312
United States,3/6/2021,Pfizer/BioNTech,44774584
United States,3/7/2021,Moderna,44195607
United States,3/7/2021,Pfizer/BioNTech,45932122
United States,3/8/2021,Johnson&Johnson,208590
United States,3/8/2021,Moderna,44936695
United States,3/8/2021,Pfizer/BioNTech,46824290
United States,3/9/2021,Johnson&Johnson,308181
United States,3/9/2021,Moderna,45635740
United States,3/9/2021,Pfizer/BioNTech,47628226
United States,3/10/2021,Johnson&Johnson,458911
United States,3/10/2021,Moderna,46535646
United States,3/10/2021,Pfizer/BioNTech,48605159
United States,3/11/2021,Johnson&Johnson,638469
United States,3/11/2021,Moderna,47733656
United States,3/11/2021,Pfizer/BioNTech,49708920
United States,3/12/2021,Johnson&Johnson,873726
United States,3/12/2021,Moderna,49169578
United States,3/12/2021,Pfizer/BioNTech,50960400
United States,3/13/2021,Johnson&Johnson,1189207
United States,3/13/2021,Moderna,51292130
United States,3/13/2021,Pfizer/BioNTech,53096054
United States,3/14/2021,Johnson&Johnson,1273958
United States,3/14/2021,Moderna,51951820
United States,3/14/2021,Pfizer/BioNTech,53708091
United States,3/15/2021,Johnson&Johnson,1428465
United States,3/15/2021,Moderna,52883263
United States,3/15/2021,Pfizer/BioNTech,54643581
United States,3/16/2021,Johnson&Johnson,1569675
United States,3/16/2021,Moderna,53647312
United States,3/16/2021,Pfizer/BioNTech,55393141
United States,3/17/2021,Johnson&Johnson,1766131
United States,3/17/2021,Moderna,54643195
United States,3/17/2021,Pfizer/BioNTech,56499018
United States,3/18/2021,Johnson&Johnson,1911052
United States,3/18/2021,Moderna,55811286
United States,3/18/2021,Pfizer/BioNTech,57876875
United States,3/19/2021,Johnson&Johnson,2025349
United States,3/19/2021,Moderna,56941640
United States,3/19/2021,Pfizer/BioNTech,59214724
United States,3/20/2021,Johnson&Johnson,2163681
United States,3/20/2021,Moderna,58294583
United States,3/20/2021,Pfizer/BioNTech,60849627
United States,3/21/2021,Johnson&Johnson,2298614
United States,3/21/2021,Moderna,59518840
United States,3/21/2021,Pfizer/BioNTech,62529418
United States,3/22/2021,Johnson&Johnson,2406337
United States,3/22/2021,Moderna,60275003
United States,3/22/2021,Pfizer/BioNTech,63693721
United States,3/23/2021,Johnson&Johnson,2489153
United States,3/23/2021,Moderna,60913292
United States,3/23/2021,Pfizer/BioNTech,64679659
United States,3/24/2021,Johnson&Johnson,2622182
United States,3/24/2021,Moderna,61719260
United States,3/24/2021,Pfizer/BioNTech,65995871
United States,3/25/2021,Johnson&Johnson,2734367
United States,3/25/2021,Moderna,62877755
United States,3/25/2021,Pfizer/BioNTech,67555076
United States,3/26/2021,Johnson&Johnson,2863246
United States,3/26/2021,Moderna,64313721
United States,3/26/2021,Pfizer/BioNTech,69368232
United States,3/27/2021,Johnson&Johnson,2982453
United States,3/27/2021,Moderna,65811340
United States,3/27/2021,Pfizer/BioNTech,71246219
United States,3/28/2021,Johnson&Johnson,3090712
United States,3/28/2021,Moderna,67249447
