Country/Region,Date,New cases,New deaths,New recovered
Costa Rica,2020-03-31,347,2,4
Costa Rica,2020-04-30,372,4,334
Costa Rica,2020-05-31,337,4,331
Costa Rica,2020-06-30,2403,6,767
Costa Rica,2020-07-31,14361,134,2968
Costa Rica,2020-08-31,23467,286,11652
Costa Rica,2020-09-30,34473,468,21785
Costa Rica,2020-10-31,34211,481,28878
Costa Rica,2020-11-30,29667,341,20807
Costa Rica,2020-12-31,29683,459,44397
Costa Rica,2021-01-31,23955,419,20029
Costa Rica,2021-02-28,11065,196,25147
Costa Rica,2021-03-31,12423,157,15600
Costa Rica,2021-04-30,34227,274,10310
Costa Rica,2021-05-31,0,0,0
Cote d'Ivoire,2020-01-31,0,0,0
Cote d'Ivoire,2020-02-29,0,0,0
Cote d'Ivoire,2020-03-31,179,1,7
Cote d'Ivoire,2020-04-30,1096,13,567
Cote d'Ivoire,2020-05-31,1558,19,861
Cote d'Ivoire,2020-06-30,6666,35,2838
Cote d'Ivoire,2020-07-31,6548,34,7155
Cote d'Ivoire,2020-08-31,2020,15,5271
Cote d'Ivoire,2020-09-30,1657,3,2592
Cote d'Ivoire,2020-10-31,992,6,1074
Cote d'Ivoire,2020-11-30,615,6,599
Cote d'Ivoire,2020-12-31,1193,5,970
Cote d'Ivoire,2021-01-31,5909,17,4073
Cote d'Ivoire,2021-02-28,4355,38,6617
Cote d'Ivoire,2021-03-31,11135,52,7630
Cote d'Ivoire,2021-04-30,2147,42,5272
Cote d'Ivoire,2021-05-31,78,0,56
Croatia,2020-01-31,0,0,0
Croatia,2020-02-29,6,0,0
Croatia,2020-03-31,861,6,67
Croatia,2020-04-30,1209,63,1281
Croatia,2020-05-31,170,34,724
Croatia,2020-06-30,531,4,83
Croatia,2020-07-31,2362,38,2112
Croatia,2020-08-31,5130,41,3167
Croatia,2020-09-30,6324,94,7623
Croatia,2020-10-31,32723,266,17761
Croatia,2020-11-30,79126,1240,72381
Croatia,2020-12-31,82395,2134,92819
Croatia,2021-01-31,21589,1107,26458
Croatia,2021-02-28,10547,499,9758
Croatia,2021-03-31,28659,421,20145
Croatia,2021-04-30,60551,1134,56216
Croatia,2021-05-31,2990,101,4244
Cuba,2020-01-31,0,0,0
Cuba,2020-02-29,0,0,0
Cuba,2020-03-31,186,6,8
Cuba,2020-04-30,1315,55,673
Cuba,2020-05-31,544,22,1128
Cuba,2020-06-30,296,3,405
Cuba,2020-07-31,267,1,141
Cuba,2020-08-31,1424,7,1023
Cuba,2020-09-30,1565,28,1515
Cuba,2020-10-31,1290,6,1352
Cuba,2020-11-30,1397,7,1386
Cuba,2020-12-31,3579,11,2494
Cuba,2021-01-31,14823,68,10738
Cuba,2021-02-28,23093,108,24379
Cuba,2021-03-31,25484,102,25372
Cuba,2021-04-30,31444,220,29989
Cuba,2021-05-31,1986,20,1736
Cyprus,2020-01-31,0,0,0
Cyprus,2020-02-29,0,0,0
Cyprus,2020-03-31,262,8,23
Cyprus,2020-04-30,588,7,273
Cyprus,2020-05-31,94,2,494
Cyprus,2020-06-30,54,2,43
Cyprus,2020-07-31,116,0,19
Cyprus,2020-08-31,391,1,287
Cyprus,2020-09-30,267,2,230
Cyprus,2020-10-31,2611,4,513
Cyprus,2020-11-30,6199,23,175
Cyprus,2020-12-31,11454,70,0
Cyprus,2021-01-31,8857,80,0
Cyprus,2021-02-28,3831,32,0
Cyprus,2021-03-31,11157,25,0
Cyprus,2021-04-30,19369,52,37004
Cyprus,2021-05-31,1139,5,0
Czechia,2020-01-31,0,0,0
Czechia,2020-02-29,0,0,0
Czechia,2020-03-31,3308,31,45
Czechia,2020-04-30,4374,205,3269
Czechia,2020-05-31,1586,84,3244
Czechia,2020-06-30,2686,29,1213
Czechia,2020-07-31,4620,33,3798
Czechia,2020-08-31,8044,42,6238
Czechia,2020-09-30,46145,231,15636
Czechia,2020-10-31,264339,2596,109916
Czechia,2020-11-30,188196,5044,308248
Czechia,2020-12-31,195363,3285,140974
Czechia,2021-01-31,266113,4728,279336
Czechia,2021-02-28,250706,4031,195640
Czechia,2021-03-31,299066,6082,298904
Czechia,2021-04-30,98426,2846,182978
Czechia,2021-05-31,3356,76,5776
Denmark,2020-01-31,0,0,0
Denmark,2020-02-29,3,0,0
Denmark,2020-03-31,3036,90,77
Denmark,2020-04-30,6317,362,6664
Denmark,2020-05-31,2513,122,3819
Denmark,2020-06-30,1099,31,1289
Denmark,2020-07-31,1060,10,931
Denmark,2020-08-31,3382,9,2813
Denmark,2020-09-30,11069,26,5604
Denmark,2020-10-31,18384,71,13823
Denmark,2020-11-30,34139,116,29011
Denmark,2020-12-31,83114,461,63813
Denmark,2021-01-31,35040,828,60152
Denmark,2021-02-28,12727,236,14872
Denmark,2021-03-31,21413,58,16808
Denmark,2021-04-30,19954,64,18774
Denmark,2021-05-31,2358,7,2812
Diamond Princess,2020-01-31,0,0,0
Diamond Princess,2020-02-29,705,6,10
Diamond Princess,2020-03-31,7,4,593
Diamond Princess,2020-04-30,0,3,42
Diamond Princess,2020-05-31,0,0,6
Diamond Princess,2020-06-30,0,0,0
Diamond Princess,2020-07-31,0,0,0
Diamond Princess,2020-08-31,0,0,0
Diamond Princess,2020-09-30,0,0,0
Diamond Princess,2020-10-31,0,0,8
Diamond Princess,2020-11-30,0,0,0
Diamond Princess,2020-12-31,0,0,40
Diamond Princess,2021-01-31,0,0,0
Diamond Princess,2021-02-28,0,0,0
Diamond Princess,2021-03-31,0,0,0
Diamond Princess,2021-04-30,0,0,0
Diamond Princess,2021-05-31,0,0,0
Djibouti,2020-01-31,0,0,0
Djibouti,2020-02-29,0,0,0
Djibouti,2020-03-31,30,0,0
Djibouti,2020-04-30,1059,2,642
Djibouti,2020-05-31,2265,22,862
Djibouti,2020-06-30,1328,30,3020
Djibouti,2020-07-31,402,4,475
Djibouti,2020-08-31,303,2,324
Djibouti,2020-09-30,29,1,21
Djibouti,2020-10-31,145,0,97
Djibouti,2020-11-30,118,0,143
Djibouti,2020-12-31,152,0,144
Djibouti,2021-01-31,101,2,117
Djibouti,2021-02-28,134,0,52
Djibouti,2021-03-31,1936,7,563
Djibouti,2021-04-30,3098,73,4248
Djibouti,2021-05-31,57,3,108
Dominica,2020-01-31,0,0,0
Dominica,2020-02-29,0,0,0
Dominica,2020-03-31,12,0,0
Dominica,2020-04-30,4,0,13
Dominica,2020-05-31,0,0,3
Dominica,2020-06-30,2,0,2
Dominica,2020-07-31,0,0,0
Dominica,2020-08-31,2,0,0
Dominica,2020-09-30,10,0,6
Dominica,2020-10-31,20,0,9
Dominica,2020-11-30,35,0,30
Dominica,2020-12-31,3,0,20
Dominica,2021-01-31,29,0,23
Dominica,2021-02-28,25,0,21
Dominica,2021-03-31,19,0,26
Dominica,2021-04-30,13,0,19
Dominica,2021-05-31,0,0,0
Dominican Republic,2020-01-31,0,0,0
Dominican Republic,2020-02-29,0,0,0
Dominican Republic,2020-03-31,1109,51,5
Dominican Republic,2020-04-30,5863,250,1296
Dominican Republic,2020-05-31,10313,201,9258
Dominican Republic,2020-06-30,15283,245,7021
Dominican Republic,2020-07-31,37081,413,18890
Dominican Republic,2020-08-31,25066,550,31612
Dominican Republic,2020-09-30,17494,395,19547
Dominican Republic,2020-10-31,14809,140,17233
Dominican Republic,2020-11-30,16970,86,10357
Dominican Republic,2020-12-31,26797,83,15966
Dominican Republic,2021-01-31,43275,252,26348
Dominican Republic,2021-02-28,25557,434,33805
Dominican Republic,2021-03-31,13110,225,20818
Dominican Republic,2021-04-30,13834,155,14236
Dominican Republic,2021-05-31,894,13,1532
Ecuador,2020-01-31,0,0,0
Ecuador,2020-02-29,0,0,0
Ecuador,2020-03-31,2240,75,54
Ecuador,2020-04-30,22694,825,1504
Ecuador,2020-05-31,17277,2458,18034
Ecuador,2020-06-30,17334,1169,8002
Ecuador,2020-07-31,28923,1175,8450
Ecuador,2020-08-31,28412,854,65625
Ecuador,2020-09-30,31233,4799,10627
Ecuador,2020-10-31,31145,1315,29463
Ecuador,2020-11-30,24493,791,28045
Ecuador,2020-12-31,19827,573,14703
Ecuador,2021-01-31,38316,825,25307
Ecuador,2021-02-28,35327,952,38084
Ecuador,2021-03-31,42600,1036,33786
Ecuador,2021-04-30,53107,1784,36914
Ecuador,2021-05-31,5437,109,10984
Egypt,2020-01-31,0,0,0
Egypt,2020-02-29,1,0,1
Egypt,2020-03-31,709,46,156
Egypt,2020-04-30,4827,346,1224
Egypt,2020-05-31,19448,567,4656
Egypt,2020-06-30,43326,1994,12423
Egypt,2020-07-31,25767,1852,21178
Egypt,2020-08-31,4861,616,33291
Egypt,2020-09-30,4259,509,23565
Egypt,2020-10-31,4357,336,2958
Egypt,2020-11-30,8356,384,3266
Egypt,2020-12-31,22151,981,9387
Egypt,2021-01-31,27889,1685,17531
Egypt,2021-02-28,16473,1372,11256
Egypt,2021-03-31,19707,1307,13802
Egypt,2021-04-30,25421,1344,16079
Egypt,2021-05-31,2083,130,1569
El Salvador,2020-01-31,0,0,0
El Salvador,2020-02-29,0,0,0
El Salvador,2020-03-31,32,1,0
El Salvador,2020-04-30,363,9,119
El Salvador,2020-05-31,2122,36,921
El Salvador,2020-06-30,3921,128,2730
El Salvador,2020-07-31,10194,274,4592
El Salvador,2020-08-31,9097,269,5930
El Salvador,2020-09-30,3440,126,9521
El Salvador,2020-10-31,4749,132,5373
El Salvador,2020-11-30,5115,139,5892
El Salvador,2020-12-31,7301,213,10882
El Salvador,2021-01-31,8724,296,2751
El Salvador,2021-02-28,5215,231,6601
El Salvador,2021-03-31,4545,152,6328
El Salvador,2021-04-30,4472,118,3236
El Salvador,2021-05-31,0,8,0
Equatorial Guinea,2020-01-31,0,0,0
Equatorial Guinea,2020-02-29,0,0,0
Equatorial Guinea,2020-03-31,12,0,1
Equatorial Guinea,2020-04-30,303,1,8
Equatorial Guinea,2020-05-31,991,11,191
Equatorial Guinea,2020-06-30,695,20,315
Equatorial Guinea,2020-07-31,2820,51,1667
Equatorial Guinea,2020-08-31,120,0,1702
Equatorial Guinea,2020-09-30,89,0,885
Equatorial Guinea,2020-10-31,58,0,196
Equatorial Guinea,2020-11-30,65,2,44
Equatorial Guinea,2020-12-31,124,1,127
Equatorial Guinea,2021-01-31,239,0,150
Equatorial Guinea,2021-02-28,489,5,336
Equatorial Guinea,2021-03-31,909,11,873
Equatorial Guinea,2021-04-30,780,10,784
Equatorial Guinea,2021-05-31,0,0,0
Eritrea,2020-01-31,0,0,0
Eritrea,2020-02-29,0,0,0
Eritrea,2020-03-31,15,0,0
Eritrea,2020-04-30,24,0,26
Eritrea,2020-05-31,0,0,13
Eritrea,2020-06-30,164,0,14
Eritrea,2020-07-31,76,0,172
Eritrea,2020-08-31,40,0,59
Eritrea,2020-09-30,56,0,57
Eritrea,2020-10-31,88,0,71
Eritrea,2020-11-30,114,0,86
Eritrea,2020-12-31,743,3,145
Eritrea,2021-01-31,815,4,951
Eritrea,2021-02-28,712,0,659
Eritrea,2021-03-31,438,3,776
Eritrea,2021-04-30,386,0,463
Eritrea,2021-05-31,0,0,0
Estonia,2020-01-31,0,0,0
Estonia,2020-02-29,1,0,0
Estonia,2020-03-31,744,4,26
Estonia,2020-04-30,944,48,223
Estonia,2020-05-31,180,16,1375
Estonia,2020-06-30,120,1,205
Estonia,2020-07-31,75,0,101
Estonia,2020-08-31,311,-5,158
Estonia,2020-09-30,996,0,517
Estonia,2020-10-31,1534,9,1206
Estonia,2020-11-30,7403,45,3267
Estonia,2020-12-31,15682,111,11248
Estonia,2021-01-31,16218,190,15412
Estonia,2021-02-28,21392,170,16170
Estonia,2021-03-31,40824,313,31951
Estonia,2021-04-30,15595,259,29415
Estonia,2021-05-31,666,7,993
Eswatini,2020-01-31,0,0,0
Eswatini,2020-02-29,0,0,0
Eswatini,2020-03-31,9,0,0
Eswatini,2020-04-30,91,1,12
Eswatini,2020-05-31,185,1,177
Eswatini,2020-06-30,527,9,219
Eswatini,2020-07-31,1836,30,806
Eswatini,2020-08-31,1929,50,2315
Eswatini,2020-09-30,905,18,1383
Eswatini,2020-10-31,435,8,734
Eswatini,2020-11-30,502,5,360
Eswatini,2020-12-31,2939,83,1067
Eswatini,2021-01-31,6353,360,3405
Eswatini,2021-02-28,1303,87,4198
Eswatini,2021-03-31,323,15,1852
Eswatini,2021-04-30,1121,4,1215
Eswatini,2021-05-31,0,0,5
Ethiopia,2020-01-31,0,0,0
Ethiopia,2020-02-29,0,0,0
Ethiopia,2020-03-31,26,0,2
Ethiopia,2020-04-30,105,3,57
Ethiopia,2020-05-31,1041,8,150
Ethiopia,2020-06-30,4674,92,2221
Ethiopia,2020-07-31,11684,171,4520
Ethiopia,2020-08-31,34601,535,12044
Ethiopia,2020-09-30,23237,389,12210
Ethiopia,2020-10-31,20801,271,21313
Ethiopia,2020-11-30,13905,237,21291
Ethiopia,2020-12-31,14190,217,38288
Ethiopia,2021-01-31,13386,170,10766
Ethiopia,2021-02-28,21422,272,11996
Ethiopia,2021-03-31,47517,500,23251
Ethiopia,2021-04-30,50853,823,40753
Ethiopia,2021-05-31,942,38,1646
Fiji,2020-01-31,0,0,0
Fiji,2020-02-29,0,0,0
Fiji,2020-03-31,5,0,0
Fiji,2020-04-30,13,0,12
Fiji,2020-05-31,0,0,3
Fiji,2020-06-30,0,0,3
Fiji,2020-07-31,9,1,0
Fiji,2020-08-31,1,1,5
Fiji,2020-09-30,4,0,5
Fiji,2020-10-31,2,0,3
Fiji,2020-11-30,8,0,2
Fiji,2020-12-31,7,0,11
Fiji,2021-01-31,6,0,9
Fiji,2021-02-28,4,0,1
Fiji,2021-03-31,8,0,10
Fiji,2021-04-30,50,0,1
Fiji,2021-05-31,2,0,3
Finland,2020-01-31,1,0,0
Finland,2020-02-29,2,0,1
Finland,2020-03-31,1415,17,9
Finland,2020-04-30,3577,194,2990
Finland,2020-05-31,1864,109,2500
Finland,2020-06-30,355,8,1100
Finland,2020-07-31,226,1,350
Finland,2020-08-31,654,7,250
Finland,2020-09-30,1906,8,900
Finland,2020-10-31,6121,14,3200
Finland,2020-11-30,8799,41,5500
Finland,2020-12-31,11195,162,12200
Finland,2021-01-31,9131,110,2000
Finland,2021-02-28,12434,71,15000
Finland,2021-03-31,19780,102,0
Finland,2021-04-30,9356,70,0
Finland,2021-05-31,420,0,0
France,2020-01-31,5,0,0
France,2020-02-29,95,2,12
France,2020-03-31,52178,3524,9501
France,2020-04-30,140313,20823,39963
France,2020-05-31,22553,4456,18997
France,2020-06-30,17548,1041,7926
France,2020-07-31,22995,422,5365
France,2020-08-31,93921,378,5026
France,2020-09-30,284733,1332,11842
France,2020-10-31,808471,4849,24463
France,2020-11-30,908586,15992,44818
France,2020-12-31,400792,11940,32229
France,2021-01-31,578254,11442,30470
France,2021-02-28,559719,10379,31037
France,2021-03-31,889429,9218,39818
France,2021-04-30,972767,8877,45013
France,2021-05-31,35558,305,15563
Gabon,2020-01-31,0,0,0
Gabon,2020-02-29,0,0,0
Gabon,2020-03-31,16,1,0
Gabon,2020-04-30,260,2,67
Gabon,2020-05-31,2379,14,655
Gabon,2020-06-30,2739,25,1698
Gabon,2020-07-31,1958,7,2523
Gabon,2020-08-31,1181,4,2321
Gabon,2020-09-30,233,1,741
Gabon,2020-10-31,202,1,693
Gabon,2020-11-30,246,5,368
Gabon,2020-12-31,357,4,322
Gabon,2021-01-31,1177,4,872
Gabon,2021-02-28,3816,15,2883
Gabon,2021-03-31,4986,35,3466
Gabon,2021-04-30,3525,21,3020
Gabon,2021-05-31,0,0,0
Gambia,2020-01-31,0,0,0
Gambia,2020-02-29,0,0,0
Gambia,2020-03-31,4,1,0
Gambia,2020-04-30,7,0,8
Gambia,2020-05-31,14,0,12
Gambia,2020-06-30,24,1,7
Gambia,2020-07-31,449,7,41
Gambia,2020-08-31,2565,87,964
Gambia,2020-09-30,616,16,1129
Gambia,2020-10-31,93,7,1035
Gambia,2020-11-30,70,4,405
Gambia,2020-12-31,55,1,63
Gambia,2021-01-31,293,4,128
Gambia,2021-02-28,622,22,297
Gambia,2021-03-31,747,15,981
Gambia,2021-04-30,439,9,287
Gambia,2021-05-31,3,1,62
Georgia,2020-01-31,0,0,0
Georgia,2020-02-29,1,0,0
Georgia,2020-03-31,109,0,21
Georgia,2020-04-30,429,6,163
Georgia,2020-05-31,244,6,421
Georgia,2020-06-30,145,3,189
Georgia,2020-07-31,240,2,146
Georgia,2020-08-31,319,2,300
Georgia,2020-09-30,4705,20,1880
Georgia,2020-10-31,32744,268,19571
Georgia,2020-11-30,96648,960,91295
Georgia,2020-12-31,91836,1238,97741
Georgia,2021-01-31,30691,673,37301
Georgia,2021-02-28,12647,332,16086
Georgia,2021-03-31,11003,268,8053
Georgia,2021-04-30,28549,332,17600
Georgia,2021-05-31,2135,41,2285
Germany,2020-01-31,5,0,0
Germany,2020-02-29,74,0,16
Germany,2020-03-31,71729,775,16084
Germany,2020-04-30,91201,5848,107400
Germany,2020-05-31,20401,1917,41852
Germany,2020-06-30,12008,450,12748
Germany,2020-07-31,14981,157,13892
Germany,2020-08-31,34403,156,24803
Germany,2020-09-30,48111,192,40066
Germany,2020-10-31,238877,988,99549
Germany,2020-11-30,538122,6211,392809
Germany,2020-12-31,690608,17097,601489
Germany,2021-01-31,465139,23372,589338
Germany,2021-02-28,224636,12989,319502
Germany,2021-03-31,393349,6437,280112
Germany,2021-04-30,561721,6508,468980
Germany,2021-05-31,27311,195,43090
Ghana,2020-01-31,0,0,0
Ghana,2020-02-29,0,0,0
Ghana,2020-03-31,161,5,31
Ghana,2020-04-30,1913,12,181
Ghana,2020-05-31,5996,19,2735
Ghana,2020-06-30,9671,76,10321
Ghana,2020-07-31,17760,70,18828
Ghana,2020-08-31,8797,94,10867
Ghana,2020-09-30,2328,25,2794
Ghana,2020-10-31,1429,19,1412
Ghana,2020-11-30,3612,3,3378
Ghana,2020-12-31,3104,12,3047
Ghana,2021-01-31,12239,81,7642
Ghana,2021-02-28,17013,191,16736
Ghana,2021-03-31,6560,136,10093
Ghana,2021-04-30,1979,36,2131
Ghana,2021-05-31,39,0,52
Greece,2020-01-31,0,0,0
Greece,2020-02-29,4,0,0
Greece,2020-03-31,1310,49,52
Greece,2020-04-30,1277,91,1322
Greece,2020-05-31,326,35,0
Greece,2020-06-30,492,17,0
Greece,2020-07-31,1068,14,0
Greece,2020-08-31,5840,60,2430
Greece,2020-09-30,8158,125,7882
Greece,2020-10-31,20776,235,11388
Greece,2020-11-30,66020,1780,0
Greece,2020-12-31,33579,2432,70690
Greece,2021-01-31,18107,958,0
Greece,2021-02-28,34143,708,0
Greece,2021-03-31,72589,1589,0
Greece,2021-04-30,81344,2288,0
Greece,2021-05-31,1389,72,0
Grenada,2020-01-31,0,0,0
Grenada,2020-02-29,0,0,0
Grenada,2020-03-31,9,0,0
Grenada,2020-04-30,11,0,13
Grenada,2020-05-31,3,0,5
Grenada,2020-06-30,0,0,5
Grenada,2020-07-31,1,0,0
Grenada,2020-08-31,0,0,1
Grenada,2020-09-30,0,0,0
Grenada,2020-10-31,4,0,0
Grenada,2020-11-30,13,0,6
Grenada,2020-12-31,86,0,77
Grenada,2021-01-31,21,1,35
Grenada,2021-02-28,0,0,5
Grenada,2021-03-31,7,0,5
Grenada,2021-04-30,5,0,6
Grenada,2021-05-31,0,0,0
Guatemala,2020-01-31,0,0,0
Guatemala,2020-02-29,0,0,0
Guatemala,2020-03-31,38,1,12
Guatemala,2020-04-30,561,15,54
Guatemala,2020-05-31,4488,92,669
Guatemala,2020-06-30,13009,665,2459
Guatemala,2020-07-31,31693,1151,33622
Guatemala,2020-08-31,24285,836,25252
Guatemala,2020-09-30,17672,486,18188
Guatemala,2020-10-31,16193,483,17033
Guatemala,2020-11-30,14123,442,13655
Guatemala,2020-12-31,15950,642,15084
Guatemala,2021-01-31,21492,830,18567
Guatemala,2021-02-28,15038,750,16916
Guatemala,2021-03-31,19292,447,15724
Guatemala,2021-04-30,33837,684,25608
Guatemala,2021-05-31,1013,34,2522
Guinea,2020-01-31,0,0,0
Guinea,2020-02-29,0,0,0
Guinea,2020-03-31,22,0,0
Guinea,2020-04-30,1473,7,329
Guinea,2020-05-31,2211,16,1701
Guinea,2020-06-30,1685,10,2296
Guinea,2020-07-31,1917,13,2132
Guinea,2020-08-31,2101,13,1989
Guinea,2020-09-30,1243,7,1549
Guinea,2020-10-31,1420,6,554
Guinea,2020-11-30,1047,4,1495
Guinea,2020-12-31,603,5,1096
Guinea,2021-01-31,824,1,1067
Guinea,2021-02-28,1446,7,689
Guinea,2021-03-31,3916,36,1722
Guinea,2021-04-30,2307,19,3051
Guinea,2021-05-31,89,1,106
Guinea-Bissau,2020-01-31,0,0,0
Guinea-Bissau,2020-02-29,0,0,0
Guinea-Bissau,2020-03-31,8,0,0
Guinea-Bissau,2020-04-30,197,1,19
Guinea-Bissau,2020-05-31,1051,7,23
Guinea-Bissau,2020-06-30,398,16,275
Guinea-Bissau,2020-07-31,327,2,486
Guinea-Bissau,2020-08-31,224,8,324
Guinea-Bissau,2020-09-30,119,5,422
Guinea-Bissau,2020-10-31,89,2,269
Guinea-Bissau,2020-11-30,28,3,509
Guinea-Bissau,2020-12-31,11,1,70
Guinea-Bissau,2021-01-31,182,0,30
Guinea-Bissau,2021-02-28,628,3,186
Guinea-Bissau,2021-03-31,388,15,359
Guinea-Bissau,2021-04-30,84,4,343
Guinea-Bissau,2021-05-31,2,0,12
Guyana,2020-01-31,0,0,0
Guyana,2020-02-29,0,0,0
Guyana,2020-03-31,27,2,0
Guyana,2020-04-30,70,7,22
Guyana,2020-05-31,71,3,48
Guyana,2020-06-30,92,0,44
Guyana,2020-07-31,168,8,71
Guyana,2020-08-31,893,19,533
Guyana,2020-09-30,1588,41,962
Guyana,2020-10-31,1268,44,1548
Guyana,2020-11-30,1244,27,1164
Guyana,2020-12-31,926,13,1428
Guyana,2021-01-31,1309,12,771
Guyana,2021-02-28,944,19,1381
Guyana,2021-03-31,1664,36,1126
Guyana,2021-04-30,3034,65,2110
Guyana,2021-05-31,235,3,175
Haiti,2020-01-31,0,0,0
Haiti,2020-02-29,0,0,0
Haiti,2020-03-31,15,0,1
Haiti,2020-04-30,61,6,7
Haiti,2020-05-31,1508,29,16
Haiti,2020-06-30,4263,69,907
Haiti,2020-07-31,1531,55,3675
Haiti,2020-08-31,831,42,1222
Haiti,2020-09-30,531,26,1001
Haiti,2020-10-31,314,5,600
Haiti,2020-11-30,218,0,594
Haiti,2020-12-31,727,4,601
Haiti,2021-01-31,1534,9,474
Haiti,2021-02-28,897,5,614
Haiti,2021-03-31,328,2,1331
Haiti,2021-04-30,298,2,1105
Haiti,2021-05-31,38,0,0
Holy See,2020-01-31,0,0,0
Holy See,2020-02-29,0,0,0
Holy See,2020-03-31,6,0,0
Holy See,2020-04-30,5,0,2
Holy See,2020-05-31,1,0,0
Holy See,2020-06-30,0,0,10
Holy See,2020-07-31,0,0,0
Holy See,2020-08-31,0,0,0
Holy See,2020-09-30,0,0,0
Holy See,2020-10-31,15,0,3
Holy See,2020-11-30,0,0,0
Holy See,2020-12-31,0,0,0
Holy See,2021-01-31,0,0,0
Holy See,2021-02-28,0,0,0
Holy See,2021-03-31,0,0,0
Holy See,2021-04-30,0,0,0
Holy See,2021-05-31,0,0,0
Honduras,2020-01-31,0,0,0
Honduras,2020-02-29,0,0,0
Honduras,2020-03-31,141,7,3
Honduras,2020-04-30,630,64,76
Honduras,2020-05-31,4451,141,458
Honduras,2020-06-30,14356,285,1523
Honduras,2020-07-31,22456,840,3494
Honduras,2020-08-31,19000,536,4842
Honduras,2020-09-30,15886,480,17526
Honduras,2020-10-31,19988,316,12207
Honduras,2020-11-30,11365,249,7944
Honduras,2020-12-31,13574,212,8621
Honduras,2021-01-31,26016,480,4179
Honduras,2021-02-28,22461,541,5640
Honduras,2021-03-31,18739,454,6219
Honduras,2021-04-30,23290,676,5891
Honduras,2021-05-31,834,37,183
Hungary,2020-01-31,0,0,0
Hungary,2020-02-29,0,0,0
Hungary,2020-03-31,492,16,37
Hungary,2020-04-30,2283,296,544
Hungary,2020-05-31,1101,214,1566
Hungary,2020-06-30,279,59,545
Hungary,2020-07-31,350,11,661
Hungary,2020-08-31,1634,19,408
Hungary,2020-09-30,20322,150,2129
Hungary,2020-10-31,48860,985,13142
Hungary,2020-11-30,141801,3073,44828
Hungary,2020-12-31,105392,4714,86242
Hungary,2021-01-31,45072,2987,112866
Hungary,2021-02-28,61013,2450,58160
Hungary,2021-03-31,223834,5763,85807
Hungary,2021-04-30,126915,6803,103444
Hungary,2021-05-31,3544,262,13131
Iceland,2020-01-31,0,0,0
Iceland,2020-02-29,1,0,0
Iceland,2020-03-31,1134,2,198
Iceland,2020-04-30,662,8,1472
Iceland,2020-05-31,9,0,124
Iceland,2020-06-30,18,0,6
Iceland,2020-07-31,61,0,25
Iceland,2020-08-31,222,0,172
Iceland,2020-09-30,621,0,170
Iceland,2020-10-31,2137,2,1706
Iceland,2020-11-30,527,14,1306
Iceland,2020-12-31,362,3,399
Iceland,2021-01-31,248,0,352
Iceland,2021-02-28,48,0,76
Iceland,2021-03-31,156,0,52
Iceland,2021-04-30,267,0,195
Iceland,2021-05-31,0,0,0
India,2020-01-31,1,0,0
India,2020-02-29,2,0,3
India,2020-03-31,1394,35,120
India,2020-04-30,33466,1119,8945
India,2020-05-31,155746,4254,82784
India,2020-06-30,394872,11992,256060
India,2020-07-31,1110507,19111,746462
India,2020-08-31,1995178,28777,1745508
India,2020-09-30,2621418,33390,2433319
India,2020-10-31,1871498,23433,2218312
India,2020-11-30,1278727,15510,1398072
India,2020-12-31,803865,11117,970695
India,2021-01-31,490936,5654,574703
India,2021-02-28,354631,2765,351469
India,2021-03-31,1109424,5770,688231
India,2021-04-30,6943304,48926,4209723
India,2021-05-31,392488,7106,307865
Indonesia,2020-01-31,0,0,0
Indonesia,2020-02-29,0,0,0
Indonesia,2020-03-31,1528,136,81
Indonesia,2020-04-30,8590,656,1441
Indonesia,2020-05-31,16355,821,5786
Indonesia,2020-06-30,29912,1263,17498
Indonesia,2020-07-31,51991,2255,41101
Indonesia,2020-08-31,66420,2286,60052
Indonesia,2020-09-30,112212,3323,88988
Indonesia,2020-10-31,123080,3129,122854
Indonesia,2020-11-30,128795,3076,112717
Indonesia,2020-12-31,204315,5193,160579
Indonesia,2021-01-31,335116,7860,262124
Indonesia,2021-02-28,256320,6168,269482
Indonesia,2021-03-31,177078,4692,205627
Indonesia,2021-04-30,156656,4663,174304
Indonesia,2021-05-31,8906,275,8084
Iran,2020-01-31,0,0,0
Iran,2020-02-29,593,43,123
Iran,2020-03-31,44012,2855,14533
Iran,2020-04-30,50035,3130,60447
Iran,2020-05-31,56826,1769,43745
Iran,2020-06-30,76196,3020,69910
Iran,2020-07-31,76542,5949,74761
Iran,2020-08-31,71008,4805,59714
Iran,2020-09-30,82007,4598,57723
Iran,2020-10-31,155553,8695,100974
Iran,2020-11-30,349298,13382,186221
Iran,2020-12-31,263072,6977,320682
Iran,2021-01-31,192857,2736,221218
Iran,2021-02-28,213170,2114,183074
Iran,2021-03-31,254395,2592,224208
Iran,2021-04-30,613513,9093,336988
Iran,2021-05-31,35778,726,33844
Iraq,2020-01-31,0,0,0
Iraq,2020-02-29,13,0,0
Iraq,2020-03-31,681,50,170
Iraq,2020-04-30,1391,43,1205
Iraq,2020-05-31,4354,112,1781
Iraq,2020-06-30,42670,1738,21604
Iraq,2020-07-31,75500,2798,62674
Iraq,2020-08-31,110325,2301,89168
Iraq,2020-09-30,128047,2139,115595
Iraq,2020-10-31,109649,1729,107458
Iraq,2020-11-30,79919,1348,83019
Iraq,2020-12-31,42742,555,55167
Iraq,2021-01-31,24345,234,54288
